NO.  date        time         lon    lat strike dip rake  strike dip rake depth Mw
150	20141106	23:22:55	101.07	27.97	118	85	-170	27	80	-5	8	4.0
151	20141121	07:16:12	103.15	27.07	172	68	-6	264	84	-157	9	3.9
152	20141122	05:07:34	101.41	27.93	201	90	19	111	71	-180	10	3.7
153	20141122	16:55:28	101.68	30.29	233	80	-173	141	83	-10	9	5.9
154	20141125	23:19:09	101.75	30.20	150	79	-7	241	83	-168	9	5.5
155	20141126	21:12:03	101.43	27.92	317	90	-180	47	90	0	10	3.9
156	20141214	18:31:20	100.76	26.86	111	83	-162	18	72	-7	8	3.7
157	20141216	02:19:07	103.12	27.08	269	83	-156	175	66	-7	11	4.0	
158	20141230	00:08:31	104.67	28.16	38	8	173	134	89	82	12	3.5
159	20150115	21:54:05	103.19	27.10	99	79	154	194	64	12	3	3.8
160	20150128	02:14:29	103.77	28.48	249	69	31	146	61	155	12	3.4
161	20150128	22:43:42	104.95	28.37	99	48	67	311	46	113	14	3.5
162	20150207	05:01:07	104.90	28.37	187	24	83	14	66	93	12	4.3
163	20150207	08:47:33	104.90	28.37	208	47	97	17	43	82	12	3.4
164	20150210	23:45:28	103.28	27.10	349	71	-17	84	73	-160	3	3.9
165	20150411	09:17:48	104.76	28.10	163	53	-157	58	71	-39	8	3.3
166	20150412	14:48:42	104.78	28.18	212	28	98	22	62	85	10	3.5
167	20150415	05:47:12	102.36	29.06	99	84	8	8	82	173	26	3.6
168	20150424	19:49:02	104.76	28.16	142	73	170	234	80	17	16	4.0
169	20150430	13:45:58	104.75	28.16	239	68	21	140	70	156	12	3.4
170	20150523	23:51:27	104.80	28.14	50	72	138	155	50	23	10	3.4
171	20150621	08:13:26	103.35	27.07	162	83	-15	253	75	-172	9	3.8
172	20150623	08:43:26	100.89	26.17	209	80	-6	300	84	-169	8	3.6
173	20150626	01:55:01	101.59	30.39	228	83	-169	136	79	-7	8	3.9
174	20150818	12:13:35	102.49	27.44	67	90	-180	157	90	0	3	4.2
175	20150907	01:51:17	102.11	29.13	267	83	-180	357	90	7	11	4.2
176	20151024	19:29:43	102.10	29.11	9	32	31	252	74	118	11	4.1
177	20151029	04:12:08	100.30	27.55	220	32	134	351	67	66	1	4.0
178	20151109	20:28:31	101.88	25.53	94	90	150	184	60	0	6	4.0
179	20160812	14:56:55	103.46	26.96	162	70	-1	252	89	-160	16	4.3
180	20160812	19:25:21	103.45	26.99	349	74	23	252	67	162	13	4.1
181	20160813	21:22:36	103.45	27.04	332	62	-28	76	65	-148	4	4.1
182	20160910	10:44:50	104.875	28.04	211	51	 -60	348	47	-121	8 	2.8
183	20160925	16:00:21	101.878	29.59	158	62	 -13	254	78	-151	10	5.1
184	20160929	05:36:30	101.88 	29.58	 69	90	145	159	55	  0	1 	4.3
185	20161225	07:26:05	101.37 	27.89	 8 	32	-113	214	60	 -76	14	3.8
186	20161213	07:46:46	103.17 	30.98	161	72	-17 	256	73	-161	 8	3.0
187	20161228	10:40:31	104.775	28.12	346	 9	 34	222	85	 97	3 	3.1
188	20161228	20:03:08	104.771	28.12	200	58	 -80	  1	33	-105	3 	3.3
189	20161229	04:05:48	104.78 	28.14	51 	 9	134	186	83	 83	28	2.9
190	20170104	23:14:30	102.155	29.53	 40	39	170	137	83	 51	22	3.9
191	20170115	18:05:34	104.768	28.10	 50	81	152	144	62	 10	4	4.3
192	20170115	18:05:35	104.727	28.16	 49	41	119	192	55	 67	1	4.0
193	20170115	19:04:03	103.244	31.27	120	69	-19	217	72	-157	3	3.3
194	20170115	19:20:53	104.743	28.11	216	30	119	  3	64	 74	3	4.0
195	20170115	19:29:16	104.743	28.11	220	29	116	 10	64	 76	5	3.9
196	20170118	22:35:14	104.699	28.14	 31	20	148	151	79	 72	7	4.2
197	20170120	04:12:21	104.730	28.14	207	27	111	  3	64	 79	8	3.3
198	20170122	18:04:56	104.725	28.10	 59	 9	138	190	84	 83	5 	3.1
199	20170125	08:48:45	102.028	29.58	132	59	-61	264	41	-128	11	3.1
200	20170125	14:38:03	103.591	30.10	234	21	-10	333	86	-110	22	3.1
201	20170128	02:46:32	104.729	28.13	 20	 8	120	169	83	 86	10	4.9
202	20170202	08:34:29	104.764	28.14	  9	58	 71	222	36	117	 4	4.9
203	20170208	19:11:39	103.350	27.07	 73	85	-180	163	90	  5	 8	4.8
204	20170217	11:12:26	102.023	29.58	131	42	-62	275	53	-112	15	3.2
205	20170218	21:37:22	102.028	29.60	260	59	-129	137	48	 -43	15	3.3
206	20170226	03:24:50	103.381	31.01	 51	72	108	184	25	 46	17	3.3
207	20170311	06:09:07	103.396	27.74	 30	60	151	135	65	 33	 9	2.9
208	20170312	20:21:18	103.393	27.08	162	73	-10	255	80	-162	 7	4.6
209	20170326	05:19:21	104.750	28.14	188	50	80	23	41	102	1	2.9
210	20170330 	07:48:17	103.35	27.12	 70	90	174	160	84	  0	 6	4.1
211	20170405	18:34:58	104.842	28.28	222	60	139	335	55	37	3	3.5
212	20170423	05:26:57	103.969	31.43	200	48	 75	 41	44	106	2	3.9
